crime_rate,gdp_capita,minority_percentage,freedom,infrastructure,life_expectancy,price_food,price_water,price_energy,price_housing,tax_progressiveness,openness,neuroticism,consciencitiousness,agreeableness,extraversion,intelligence,racism,skepticism,ambition,loyalty,local,national,income,job_satisfaction,age,education,crime_themselves,crime_on_him,tolerance,community,unemployment_time,personal_taxes_level,security,risk_aversion,public_spending,cost_of_living,minorities_support,stability,job_security,future_outlook,equality_markets,nation_globe,liberty_authority,tradition_progress
1.696,95236,0.154,0.614,0.96,81.7,464.103,220.319,5219.156,151215,0.179,0.335,0.312,-0.052,0.371,-0.596,0.534,0.168,0.594,0.931,0.18,-0.366,-0.455,0.179,-0.415,18,0.068,0.055,0.593,-0.101,-0.239,0.058,0.009,0.925,-0.025,0.616,0.582,0.582,-0.087,0.671,0.022,0.407,0.309,0.691,0.364
0.885,46393,0.123,0.654,0.602,82.8,359.99,208.368,4964.649,81458,0.289,-0.047,0.472,0.142,0.191,-0.201,0.179,-0.304,0.253,0.564,-0.453,-0.046,0.368,0.163,-0.456,19,0.656,0.014,0.29,0.206,-0.181,0.062,-0.075,0.915,-0.33,-0.027,0.373,0.687,0.866,0.631,0.321,0.397,0.614,-0.706,0.658
1.197,53818,0.079,0.621,0.61,78.2,378.212,218.057,5072.216,98976,0.258,0.411,0.401,-0.284,0.459,0.2,0.329,0.858,-0.202,0.774,-0.712,-0.923,-0.793,0.161,0.997,18,0.172,0.018,0.152,-0.611,-0.338,0.051,-0.383,0.994,0.017,-0.046,0.359,-0.181,0.008,1.0,-0.006,0.611,-0.104,-1.0,0.9
1.72,93292,0.176,0.624,0.87,82.8,469.936,220.541,5339.93,142230,0.256,0.41,-0.802,0.195,-0.164,-0.281,0.205,-0.957,0.611,-0.317,-0.407,0.235,-0.28,0.594,0.955,46,0.958,0.112,0.233,0.987,0.17,0.073,0.101,0.473,0.751,-0.017,0.627,0.497,0.51,0.513,-0.523,-0.484,0.028,-0.778,-0.003
2.005,92415,0.169,0.625,0.833,83.5,467.844,219.761,5172.152,128387,0.14,0.217,0.455,-0.075,-0.031,-0.283,0.335,-0.752,0.319,0.805,-0.392,-0.392,-0.441,0.163,0.586,19,0.278,0.086,0.514,0.606,-0.72,0.096,-0.081,0.529,0.22,-0.078,0.577,0.184,1.0,0.607,-0.448,-0.458,0.18,-0.561,0.871
1.625,97739,0.177,0.659,0.909,78.7,446.22,224.204,5197.513,154160,0.201,-0.469,0.162,-0.058,-0.069,-0.588,-0.287,-0.699,0.261,-0.618,0.091,-0.031,-0.172,0.249,-0.133,19,0.222,0.027,0.736,0.759,-0.221,0.313,0.015,0.796,-0.055,0.652,0.504,0.287,-0.023,0.567,0.03,-0.636,0.257,-0.673,0.201
1.527,93445,0.197,0.579,0.874,81.3,446.083,218.498,4850.583,143145,0.332,-0.338,0.286,0.253,0.21,-0.778,0.43,0.148,0.512,-0.015,-0.507,-0.474,-0.671,0.168,-0.614,16,0.185,0.131,0.295,-0.194,0.246,0.579,0.042,0.228,-0.023,0.929,0.554,-0.737,0.04,1.0,0.066,-0.747,0.286,1.0,0.361
1.519,52626,0.12,0.554,0.488,79.4,385.311,216.727,4819.135,77829,0.27,0.445,-0.16,0.245,0.171,-0.817,0.125,-0.703,0.486,0.194,0.967,0.498,0.889,0.24,0.089,19,-0.018,0.082,0.41,0.823,0.627,0.207,-0.021,0.056,0.016,-0.078,0.415,-0.011,0.054,0.01,-0.017,-0.647,-0.378,-0.383,0.939
1.519,99924,0.164,0.655,0.949,77.5,464.278,218.851,5268.072,139343,0.143,-0.024,-0.614,0.075,-0.809,-0.444,0.402,0.518,0.691,0.764,-0.76,-0.397,0.46,0.478,-0.728,17,0.266,0.127,0.364,-0.79,-0.179,0.088,0.139,0.659,0.046,0.451,0.594,-0.744,-0.046,-0.081,-0.03,-0.683,-0.952,-0.503,-0.565
1.817,96434,0.196,0.64,0.98,79.3,465.808,218.106,5159.109,153768,0.324,0.062,-0.186,0.326,0.127,0.208,0.301,-0.345,-0.528,0.443,0.142,0.482,0.575,0.176,-0.229,16,0.15,0.119,0.377,0.423,0.386,0.082,-0.085,0.914,-0.061,0.501,0.569,0.837,0.022,0.929,-0.151,0.675,0.099,-0.799,0.423
1.204,63530,0.188,0.607,0.725,80.2,644.972,199.957,4781.527,122104,0.202,-0.872,0.431,-0.85,-0.748,-0.786,0.183,0.893,-0.722,1.0,-0.796,-0.807,-0.839,0.962,0.944,34,-0.002,0.057,0.992,-0.778,-0.864,0.431,-0.224,-0.956,-0.075,-0.98,0.942,1.0,0.01,-0.994,-0.023,1.0,-0.988,0.99,-1.0
2.434,99640,0.152,0.658,0.831,79.7,433.325,222.19,4873.008,157371,0.183,0.315,-0.221,-0.231,-0.805,-0.735,0.184,-0.543,0.988,0.373,-0.806,0.382,0.41,0.5,-0.003,22,0.558,0.108,0.599,0.511,-0.574,0.294,0.207,0.534,-0.009,-0.01,0.56,0.883,0.945,0.897,-0.538,-0.754,1.0,-0.458,1.0
1.361,49753,0.114,0.578,0.359,78.8,384.098,211.096,4991.379,72682,0.216,-0.187,-0.548,-0.318,-0.397,-0.696,0.275,0.03,0.421,-0.178,-0.644,-0.001,-0.272,0.217,0.458,28,0.164,0.149,0.33,0.032,-0.242,0.604,0.039,0.811,-0.035,0.797,0.418,0.565,-0.032,0.697,-0.031,-0.498,0.245,0.807,-0.178
1.813,106933,0.186,0.601,0.917,79.8,432.187,214.78,5299.763,133821,0.245,0.222,-0.536,0.203,0.158,0.274,-0.093,0.14,-0.071,0.818,0.594,0.709,0.7,0.206,0.775,23,0.211,0.115,0.237,-0.234,1.0,0.02,0.343,0.864,-0.025,0.948,0.528,0.447,-0.006,0.776,-0.005,1.0,1.0,0.021,-0.433
1.018,46557,0.096,0.615,0.243,79.8,357.992,209.709,4904.046,68892,0.291,-0.008,-0.613,0.291,0.186,0.112,0.056,-0.343,0.384,0.352,0.042,0.438,0.177,0.217,0.045,19,0.253,0.047,0.286,0.345,0.629,0.489,0.794,1.0,0.071,0.761,0.302,0.72,-0.006,0.475,-0.022,-0.247,0.936,-1.0,0.727
1.519,90800,0.202,0.559,0.788,77.4,469.853,220.334,5208.13,135381,0.226,0.455,0.176,0.431,0.406,0.177,-0.072,-1.0,-0.659,0.991,0.655,0.353,0.193,0.229,1.0,16,0.564,0.093,0.569,0.945,0.771,0.843,-0.02,0.088,0.534,0.013,0.637,0.604,0.454,0.532,0.508,-0.128,0.16,0.399,0.363
1.557,100689,0.178,0.579,0.877,77.2,472.416,219.63,5102.851,140613,0.302,0.367,-0.205,-0.206,-0.831,-0.783,0.167,-0.536,0.961,0.391,-0.807,0.401,0.405,0.5,-0.039,23,0.675,0.071,0.634,0.622,-0.631,0.834,0.665,0.563,-0.01,0.103,0.64,0.95,1.0,0.941,-0.47,-0.705,0.961,-0.484,0.981
2.144,99599,0.162,0.638,0.828,77.7,429.575,216.174,5337.345,139931,0.353,0.46,-0.458,0.229,-0.611,-0.82,0.421,-1.0,0.461,-0.629,-0.604,-0.583,-0.831,0.5,-0.034,31,0.654,0.052,0.355,0.989,-0.405,0.668,0.098,0.698,-0.776,0.048,0.555,0.921,0.979,0.285,0.018,-0.438,0.047,-0.485,0.973
2.229,90102,0.165,0.622,0.952,79.3,423.96,223.071,5376.158,145430,0.314,0.039,-0.683,-0.086,0.069,-0.602,0.379,-0.262,-0.15,0.732,0.508,-0.053,0.064,0.21,-0.364,16,0.194,0.05,0.543,0.116,0.388,0.249,0.29,0.76,-0.04,0.575,0.532,0.364,0.03,0.959,0.0,0.652,0.197,-0.363,0.317
1.197,47609,0.132,0.664,0.464,76.8,389.166,217.654,4823.726,80985,0.279,0.293,-0.222,0.097,0.112,0.093,0.258,-0.427,0.041,0.169,-0.386,0.238,0.125,0.244,0.808,18,0.276,0.074,0.857,0.424,0.456,0.658,-0.306,0.566,0.051,-0.064,0.46,0.07,0.031,0.647,-0.042,0.224,0.063,-0.203,0.351
1.541,100474,0.204,0.712,0.931,80.9,432.999,218.12,5272.168,144039,0.321,-0.489,-0.048,-0.187,-0.591,-0.354,0.175,-0.348,0.373,0.063,-0.013,0.159,0.543,0.241,-0.434,18,0.222,0.053,0.104,0.328,0.009,0.614,-0.488,-0.217,0.075,0.828,0.479,-0.105,0.097,-0.422,-0.059,0.354,-1.0,-0.911,-0.066
1.758,93944,0.165,0.608,0.851,78.5,459.521,218.184,5062.06,134374,0.306,-0.224,0.289,0.001,-0.239,-0.494,0.175,0.031,0.365,0.368,0.595,0.124,0.224,0.213,-0.818,19,-0.029,0.031,0.149,0.007,-0.637,0.607,0.151,0.082,-0.009,0.222,0.612,0.181,0.008,0.08,0.011,0.321,0.661,-0.818,0.294
1.55,93745,0.199,0.667,0.835,80.1,443.334,212.614,5415.858,152207,0.167,0.155,0.177,0.097,0.467,-0.679,0.226,0.288,0.518,1.0,0.176,-0.396,-0.458,0.188,-0.404,18,0.034,0.116,0.606,-0.188,-0.105,0.033,-0.138,0.925,0.077,0.548,0.585,0.624,-0.001,0.75,-0.026,0.294,0.321,0.68,0.1
0.834,48316,0.108,0.598,0.578,77.5,392.658,215.705,5302.262,95069,0.25,0.039,-0.377,0.131,-0.009,-0.251,0.489,-0.695,0.234,0.198,0.353,-0.204,0.14,0.182,-0.878,16,0.134,0.051,0.527,0.444,0.602,0.725,0.307,0.347,0.006,0.385,0.472,0.699,0.12,0.478,0.018,0.289,0.21,-1.0,0.304
1.725,88155,0.18,0.487,0.863,82.7,473.185,221.79,5296.032,158288,0.178,0.279,-0.031,-0.181,-0.652,0.395,0.271,-0.706,0.497,0.408,-0.444,-0.2,0.006,0.183,0.438,19,-0.022,0.062,0.307,0.689,0.438,0.076,0.182,0.694,-0.152,-0.033,0.603,-0.072,0.966,0.436,0.291,0.602,0.511,-0.921,0.987
1.833,97154,0.195,0.56,0.803,77.1,448.05,220.754,5053.078,154721,0.391,-0.619,0.289,-0.765,-0.611,-0.881,-0.092,0.947,0.473,-0.661,0.166,-0.038,0.147,0.247,0.776,20,0.227,0.136,0.188,-0.868,-0.63,0.672,0.026,0.643,-0.557,-0.018,0.568,-0.736,0.427,0.089,-0.748,-0.012,-0.508,-0.021,-0.38
1.208,50131,0.092,0.622,0.602,78.1,411.534,218.195,5345.881,88323,0.319,0.03,-0.21,0.217,0.017,-0.653,0.303,-0.736,0.402,0.858,0.334,0.169,0.193,0.717,0.661,25,0.829,0.103,0.498,0.597,0.018,0.068,0.027,0.413,-0.052,0.999,0.515,0.551,-0.011,-0.125,-0.025,-0.217,0.694,-0.403,0.523
2.011,89778,0.193,0.603,0.789,78.4,439.051,218.623,5289.115,144811,0.192,0.472,-0.262,-0.145,-0.661,-0.743,-0.017,-0.773,1.0,0.503,-0.785,0.456,0.365,0.5,-0.001,23,0.596,0.14,0.639,0.586,-0.584,0.749,0.177,0.427,-0.062,-0.018,0.519,0.859,1.0,0.94,-0.477,-0.67,1.0,-0.511,0.97
1.485,96704,0.191,0.619,0.918,77.8,442.634,216.827,5346.495,150365,0.103,-0.584,-0.766,-0.232,-0.105,-0.606,-0.332,0.597,-0.188,0.365,-0.372,0.222,-0.243,0.247,0.963,18,0.221,0.094,0.214,-0.378,0.506,0.062,0.29,0.245,0.039,1.0,0.53,-0.205,-0.054,0.422,-0.007,0.34,-0.805,0.64,-1.0
1.942,97596,0.233,0.631,0.961,81.5,474.336,226.636,5096.721,157040,0.174,0.235,-0.587,0.042,-0.46,-0.578,0.022,-0.509,0.645,0.465,0.593,0.552,0.495,0.485,-0.716,33,0.073,0.06,0.244,0.611,0.701,0.76,-0.26,-0.467,-0.037,0.366,0.588,0.278,-0.006,-0.188,-0.025,0.304,0.854,-1.0,1.0
0.685,50439,0.047,0.698,0.471,78.7,398.932,212.146,5071.057,96157,0.38,-0.099,0.06,0.028,0.065,-0.662,0.535,-0.314,0.287,0.137,0.209,0.502,0.207,0.158,-0.229,19,0.129,0.041,0.433,0.382,0.665,0.625,-0.234,0.901,0.087,0.661,0.452,0.56,-0.013,0.892,0.027,-0.335,0.298,0.373,0.359
2.044,98208,0.173,0.591,1.0,79.0,464.881,216.869,5250.076,146156,0.395,-0.122,-0.608,-0.342,-0.475,-0.603,0.095,0.146,0.372,0.997,-0.411,0.354,-0.262,0.217,-0.455,16,-0.044,0.126,0.294,-0.022,0.38,0.44,-0.277,0.671,-0.084,0.871,0.548,-0.63,-0.007,0.787,0.011,-0.029,0.855,0.979,0.631
1.919,89741,0.176,0.622,0.896,78.2,429.316,226.971,5218.575,126074,0.114,0.385,-0.595,0.174,0.4,-0.007,0.417,0.42,0.773,-0.259,-0.543,-0.192,-0.608,0.187,-0.575,18,0.248,0.073,0.425,-0.456,0.745,0.597,-0.452,0.543,0.749,0.051,0.511,0.564,1.0,0.965,0.733,0.904,0.895,-0.77,0.926
0.715,40256,0.024,0.618,0.25,75.3,335.702,205.25,5114.724,58191,0.283,0.133,-0.275,0.141,-0.024,-0.24,0.43,-0.431,0.386,0.619,-0.197,0.168,0.174,0.953,0.567,36,0.861,0.101,0.445,0.449,0.017,0.031,-0.25,-0.38,-0.007,-0.154,0.262,-0.7,-0.07,-0.471,-0.013,-0.41,-0.31,-0.985,-0.495
0.958,48704,0.079,0.606,0.525,78.8,366.97,217.471,5181.071,75635,0.281,-0.043,0.042,-0.031,-0.032,-0.603,0.254,-0.515,0.198,0.19,0.214,0.565,0.19,0.202,-0.239,19,0.254,0.114,0.405,0.423,0.604,0.558,0.244,1.0,-0.107,0.738,0.412,0.559,0.06,0.742,0.048,-0.473,0.295,0.457,0.347
1.716,92828,0.194,0.645,0.907,78.1,455.291,223.149,5322.515,141634,0.201,0.424,0.403,0.347,0.391,-0.095,0.349,-0.246,-0.364,0.997,0.64,0.371,-0.207,0.165,0.025,19,-0.018,0.044,0.22,0.246,0.418,0.534,-0.477,1.0,0.056,0.984,0.614,0.974,-0.023,0.981,0.037,-0.772,0.041,-0.913,-0.059
1.45,93161,0.191,0.605,0.897,77.5,438.464,225.963,5017.647,144244,0.269,-0.159,0.194,-0.028,-0.217,-0.378,0.225,-0.112,0.397,0.466,0.599,0.196,0.21,0.172,-0.852,19,0.043,0.147,0.154,-0.016,-0.59,0.349,0.29,0.092,-0.048,0.175,0.483,0.213,0.006,0.111,0.059,0.357,0.626,-0.79,0.319
0.839,46694,0.094,0.613,0.43,79.9,387.384,210.718,4916.121,83820,0.356,-0.125,-0.011,-0.217,0.253,-0.42,-0.218,-0.009,0.357,0.462,0.27,0.239,-0.036,0.232,0.327,19,0.279,0.043,0.087,-0.233,0.425,0.05,0.134,0.568,-0.121,0.429,0.419,0.584,0.018,0.722,-0.064,0.342,-0.021,-1.0,0.159
1.748,97899,0.191,0.514,0.855,80.0,466.96,223.377,5265.781,154838,0.151,-0.511,-0.614,-0.646,-0.534,-0.413,0.085,-0.311,0.158,0.591,-0.033,-0.0,-0.138,0.179,0.086,19,0.03,0.116,0.296,0.146,0.472,0.564,0.318,-0.031,0.09,0.372,0.639,0.37,-0.011,0.386,0.005,-0.487,0.433,-0.081,0.628
1.269,47828,0.104,0.742,0.393,76.8,364.077,216.255,4916.916,79593,0.131,0.037,0.442,0.2,-0.179,-0.357,0.141,-0.021,0.941,0.455,0.286,0.403,0.508,0.49,0.429,18,0.116,0.031,0.469,0.418,0.028,0.08,-0.093,0.996,-0.46,0.029,0.328,0.048,0.982,1.0,0.525,-0.076,-0.006,-1.0,1.0
1.936,95430,0.177,0.617,1.0,78.8,489.764,218.26,5194.644,133492,0.15,0.325,-0.646,0.341,0.388,-0.378,0.173,0.554,0.595,0.458,-0.61,-0.811,-0.811,0.514,0.587,20,0.526,0.146,0.204,-0.652,-0.452,0.067,0.03,0.513,-0.015,0.324,0.646,-0.979,-0.019,0.266,-0.061,-0.966,0.761,-0.341,0.763
1.807,98223,0.157,0.678,0.948,79.4,469.198,223.091,5288.209,143103,0.189,-0.382,-0.363,-0.004,-0.187,-0.416,0.402,0.107,0.852,0.255,-0.633,-0.425,-0.558,0.176,-0.0,16,0.211,0.045,0.751,-0.108,-0.332,0.826,0.044,0.252,0.563,0.002,0.552,0.071,0.67,0.035,-0.695,-0.508,-0.806,0.67,-0.38
1.973,32903,0.233,0.57,0.145,76.9,205.611,149.903,3799.892,52423,0.149,-0.182,-0.28,-0.225,0.24,-0.656,0.249,-0.186,0.021,0.207,-0.478,-0.155,-0.376,0.742,0.425,22,0.528,0.082,0.409,0.135,0.082,0.753,-0.018,0.922,0.604,0.183,0.0,-0.741,-0.702,-0.947,0.753,-0.506,-0.563,0.489,-0.361
1.327,46312,0.125,0.66,0.409,78.8,384.369,218.035,4857.873,86038,0.293,0.393,-0.296,0.194,0.25,-0.734,0.138,-0.995,0.428,0.217,1.0,0.637,0.751,0.155,0.049,16,0.039,0.062,0.44,0.814,0.758,0.54,0.102,0.039,0.008,0.001,0.408,0.073,0.019,-0.018,-0.038,-0.694,-0.341,-0.432,0.905
1.926,100599,0.167,0.629,0.915,79.2,476.249,218.577,5116.016,132370,0.182,0.37,-0.529,0.02,0.019,-0.667,0.428,-0.263,0.746,-0.214,-0.818,0.902,0.16,0.537,-0.438,49,0.857,0.137,0.221,0.278,0.544,0.061,0.309,0.413,-0.42,0.086,0.632,0.083,0.384,0.818,-0.004,-0.937,-0.254,-0.747,0.657
1.894,97986,0.164,0.596,0.84,77.6,447.854,220.139,5260.858,143914,0.106,0.197,-0.051,-0.221,-0.524,0.431,0.15,-0.471,0.341,0.517,-0.393,-0.169,-0.05,0.163,0.418,17,0.014,0.083,0.352,0.63,0.412,0.074,-0.099,0.804,-0.083,0.061,0.561,-0.019,0.902,0.617,0.155,0.605,0.585,-0.971,1.0
2.065,93266,0.197,0.753,0.807,77.9,433.115,212.469,5158.093,172859,0.351,0.443,-0.795,0.361,0.369,-0.88,0.479,-1.0,1.0,0.22,-0.787,-0.025,-0.77,0.771,0.975,55,0.896,0.104,0.598,1.0,0.096,0.024,-0.415,-0.189,0.056,-0.498,0.489,-0.839,-0.046,-0.758,-0.064,-1.0,-0.735,-0.226,-0.682
1.256,45278,0.086,0.648,0.509,76.9,376.063,215.795,5239.46,78235,0.322,-0.359,0.187,-0.233,0.057,0.046,-0.118,-0.44,0.262,0.396,-0.224,0.355,0.363,0.184,-0.209,19,0.005,0.041,0.88,0.552,-0.372,0.065,-0.134,0.877,-0.026,-0.118,0.35,0.203,-0.045,0.098,0.061,-0.7,0.494,-0.818,0.91
1.394,45040,0.097,0.574,0.41,80.6,412.395,214.894,5037.581,79086,0.107,0.4,-0.183,0.451,0.035,-0.549,0.557,-0.179,0.642,-0.375,0.054,0.248,-0.187,0.537,0.008,30,0.883,0.142,0.623,-0.069,-0.427,0.289,-0.395,0.503,-0.565,-0.059,0.447,-0.022,0.275,-0.156,-0.642,0.04,0.249,-0.007,0.699
2.035,38763,0.125,0.616,0.348,78.7,353.503,225.184,4812.67,43571,0.356,-0.589,0.203,0.064,0.169,-0.696,0.483,-0.532,0.366,-0.586,-0.177,0.359,0.013,0.502,0.6,26,0.061,0.06,0.853,0.439,0.296,0.083,0.201,0.517,-0.016,0.633,0.299,0.705,0.044,0.535,0.036,-0.354,-0.288,-0.657,0.78
2.054,97846,0.179,0.653,0.893,80.0,434.8,224.279,5354.666,150796,0.141,0.194,-0.548,0.174,-0.188,0.222,-0.023,-0.747,-0.085,1.0,-0.043,0.24,0.118,0.158,0.037,16,0.127,0.024,0.118,0.675,0.161,0.559,0.206,0.711,0.035,0.041,0.54,0.007,-0.036,0.045,0.068,0.893,0.275,-0.08,-0.034
1.502,98544,0.152,0.541,0.904,82.4,470.266,223.993,5383.352,146087,0.183,-0.049,-0.271,0.392,0.215,0.218,0.164,-0.408,-0.501,0.399,0.133,0.362,0.616,0.181,-0.176,17,0.204,0.041,0.334,0.378,0.316,0.007,-0.011,0.802,0.077,0.473,0.552,0.82,-0.048,0.858,-0.024,0.634,0.072,-0.808,0.563
1.523,54637,0.128,0.618,0.683,78.7,399.633,221.47,4834.819,101501,0.215,-0.003,-0.366,0.115,0.193,-0.565,0.369,-0.465,0.401,0.238,0.039,0.617,0.359,0.227,0.325,29,0.528,0.037,0.274,0.543,0.376,0.018,-0.091,0.911,0.006,0.974,0.432,0.642,0.055,0.796,-0.043,-0.792,-0.28,-0.72,0.452
2.094,98283,0.173,0.534,0.814,80.3,427.76,218.732,5437.251,140651,0.353,-0.037,0.197,-0.609,-0.208,0.218,0.198,-0.075,0.205,0.394,-0.412,0.947,0.927,0.247,-0.868,18,0.267,0.025,0.311,0.277,0.501,0.872,0.292,0.451,0.108,-0.043,0.544,0.229,-0.067,0.599,0.079,-0.839,-0.007,-1.0,0.762
1.964,91084,0.152,0.737,0.819,78.6,447.115,222.974,5148.62,149225,0.128,0.35,0.123,0.327,-0.276,0.352,0.301,-0.266,0.99,0.916,0.035,-0.761,-0.814,0.475,-0.018,17,0.152,0.079,0.662,0.151,1.0,0.004,-0.259,-0.438,0.966,0.035,0.546,-1.0,-1.0,0.912,0.997,-0.528,0.967,-1.0,1.0
1.753,93893,0.204,0.63,0.845,78.9,449.39,214.939,4941.481,151112,0.188,0.279,0.174,0.376,-0.234,0.389,0.622,0.015,1.0,1.0,-0.012,-0.862,-0.806,0.46,0.091,19,0.172,0.054,0.688,0.194,0.897,0.003,-0.204,-0.48,0.957,0.065,0.508,-1.0,-1.0,1.0,1.0,-0.567,0.976,-1.0,0.948
1.942,96522,0.162,0.654,0.808,80.2,450.618,215.78,5440.865,151127,0.393,-0.42,-0.68,0.054,0.188,-0.317,0.06,-0.523,0.39,0.243,-0.389,-0.186,0.289,0.216,-0.043,16,0.22,0.079,0.061,0.28,0.401,0.363,0.492,0.443,0.009,0.552,0.524,0.535,-0.039,0.573,-0.022,-0.465,0.43,-1.0,-0.838
1.522,90526,0.202,0.647,0.881,80.2,428.417,212.97,5331.414,139781,0.111,0.039,0.116,-0.075,-0.029,-0.455,0.276,-1.0,0.125,-0.193,-0.16,0.19,-0.236,0.562,-0.01,17,0.039,0.021,0.321,0.834,0.096,0.829,0.195,0.576,-0.786,-0.046,0.488,0.54,0.362,0.262,-0.476,-0.263,0.236,-0.882,-0.013
1.122,50163,0.077,0.631,0.584,81.2,354.785,217.167,4892.645,81156,0.392,-0.139,0.178,0.155,-0.043,-0.584,0.179,0.517,0.596,0.342,-0.275,0.405,0.415,0.189,-0.427,27,0.535,0.092,0.234,-0.385,-0.016,0.032,-0.131,1.0,-0.814,-0.007,0.365,0.917,1.0,0.751,0.561,0.059,-0.384,-0.786,0.611
1.72,94192,0.212,0.584,0.944,78.8,466.733,211.228,5333.365,143241,0.236,0.022,0.059,-0.045,0.253,-0.342,-0.51,-0.745,0.408,0.079,0.284,0.18,-0.027,0.205,0.172,23,0.575,0.098,0.3,0.58,0.282,0.002,-0.14,0.303,0.281,0.041,0.588,0.519,0.513,0.321,0.247,-0.439,0.445,-0.505,0.492
1.199,41834,0.068,0.607,0.386,79.3,356.227,212.677,5258.805,52748,0.267,-0.265,0.216,0.117,0.395,-0.85,-0.063,-0.346,0.646,-0.859,0.019,-0.021,-0.152,0.504,0.809,24,0.654,0.046,0.266,0.171,0.418,0.046,0.16,0.854,-0.835,0.025,0.385,0.193,0.795,0.59,-0.767,0.111,-0.473,-0.564,0.784
1.362,92579,0.167,0.675,0.943,77.3,459.035,219.109,5415.412,135397,0.381,-0.208,-0.535,-0.357,-0.292,-0.671,0.304,0.049,0.471,0.961,-0.502,0.408,-0.278,0.158,-0.33,17,-0.037,0.09,0.293,0.07,0.357,0.495,-0.449,0.744,0.038,0.959,0.531,-0.592,0.015,0.879,0.048,-0.004,0.868,1.0,0.552
1.719,95755,0.191,0.606,0.83,78.2,451.147,220.719,5098.419,157808,0.158,-0.258,-0.596,0.214,0.011,-0.263,-0.266,0.265,-0.243,-0.056,0.467,0.15,0.034,0.242,0.023,24,0.575,0.053,0.36,0.01,0.598,0.048,0.006,0.756,-0.191,-0.118,0.512,0.427,0.816,0.693,-0.254,-0.099,0.258,-0.71,0.203
1.781,92369,0.212,0.588,0.864,75.7,443.354,226.689,5170.916,135288,0.183,-0.305,-0.323,0.09,-0.148,-0.38,-0.072,0.258,0.884,0.148,-0.551,-0.45,-0.554,0.199,-0.04,17,0.181,0.032,0.657,-0.305,-0.399,0.631,-0.315,0.191,0.521,-0.023,0.543,0.024,0.623,-0.033,-0.702,-0.616,-0.844,0.722,-0.457
1.011,46191,0.085,0.639,0.51,79.5,373.389,219.369,5127.396,83442,0.38,0.181,-0.128,0.15,0.19,0.136,0.305,-0.39,-0.021,0.202,-0.409,0.182,0.248,0.16,0.938,17,0.229,0.105,0.796,0.366,0.424,0.528,-0.246,0.611,-0.12,0.054,0.375,0.112,0.054,0.701,-0.035,0.278,0.098,-0.153,0.361
1.961,90963,0.145,0.632,0.86,79.7,447.701,218.002,5204.014,161092,0.156,-0.225,0.153,-0.089,0.167,-0.607,0.109,-0.337,0.174,0.231,-0.13,-0.22,0.122,0.192,-0.396,17,-0.027,0.127,0.41,0.157,0.132,0.577,0.243,0.124,-0.442,0.084,0.559,0.488,0.864,0.004,-0.102,0.731,0.44,-0.742,0.612
2.225,100144,0.185,0.63,0.97,78.1,433.586,220.825,5140.364,163558,0.277,0.446,-0.796,0.447,0.413,0.269,-0.041,-0.946,-0.021,-0.029,-0.832,0.95,-0.784,0.55,-0.829,51,0.934,0.032,0.375,0.973,1.0,0.08,-0.165,0.926,-0.041,-0.01,0.516,-0.094,1.0,1.0,0.991,-0.994,-0.015,-1.0,0.014
1.567,93803,0.126,0.654,1.0,78.9,434.72,218.526,5087.905,147488,0.146,-0.002,-0.636,-0.018,0.065,-0.603,0.516,-0.198,-0.298,0.828,0.593,0.046,-0.033,0.227,-0.329,16,0.145,0.134,0.468,0.228,0.265,0.523,-0.295,0.717,0.065,0.574,0.53,0.351,0.035,0.885,0.033,0.639,0.196,-0.428,0.348
0.814,44672,0.094,0.608,0.632,79.8,397.636,218.356,4777.992,83570,0.171,0.054,-0.407,0.177,-0.004,-0.239,0.108,-0.467,0.179,0.238,0.517,-0.217,0.13,0.245,-0.823,16,0.207,0.094,0.481,0.395,0.569,0.266,-0.406,0.265,-0.06,0.357,0.414,0.563,-0.101,0.443,-0.005,0.354,0.141,-1.0,0.286
1.672,99062,0.143,0.643,0.776,77.7,445.823,219.553,5362.246,132098,0.397,-0.256,0.283,0.074,0.222,-0.594,0.373,-0.185,0.266,0.184,-0.174,-0.211,0.179,0.179,-0.317,19,0.012,0.118,0.414,0.196,0.176,0.447,-0.123,0.16,-0.563,0.036,0.569,0.491,0.829,-0.018,-0.015,0.78,0.295,-0.698,0.638
1.083,98776,0.215,0.674,0.777,80.2,443.56,217.148,5024.451,145939,0.256,0.004,-0.432,0.008,-0.387,-0.603,0.278,-0.002,0.024,-0.676,0.054,-0.466,-0.445,0.482,-0.444,27,0.889,0.107,0.503,0.066,-0.368,0.079,0.038,0.354,-0.022,0.56,0.566,0.034,0.084,0.121,0.021,-0.438,-0.302,0.416,0.339
1.344,46100,0.11,0.613,0.484,79.8,386.632,210.896,5061.727,74206,0.292,0.025,-0.259,-0.355,-0.205,0.023,-0.648,0.284,0.211,0.676,-0.159,0.304,0.246,0.245,-0.328,17,0.157,0.134,0.382,-0.235,0.201,0.037,0.049,1.0,0.02,1.0,0.374,-0.026,-0.022,0.942,0.003,1.0,-1.0,-1.0,0.961
1.958,93401,0.158,0.555,0.93,80.6,486.961,217.737,5338.397,144821,0.36,-0.131,0.144,-0.031,-0.002,-0.319,-0.334,-0.893,0.218,-0.234,-0.269,0.321,-0.174,0.524,0.01,18,0.044,0.018,0.299,0.893,0.13,0.545,0.13,0.609,-0.742,-0.111,0.629,0.549,0.391,0.255,-0.474,-0.277,0.332,-0.759,0.039
